Dependiente ,Tipo de fenomeno,Duracion,MUNICIPIOS afectados,ANAL,SPRI,OVSDS,OVSEE,OVSAE,VHAC,OVPT,PL<5000,PO2SM,IM,GM,area_mun (ha),Sum_POBTOT,R_Inun,R_Hur,R_Des,R_Seq,R_IF,R_Den,a_o,Clave completa(TEXTO)
1,CT,1,8,5.85,18.71,3.59,1.93,2.91,57.57,5.89,10.66,30.48,-1.28,Muy bajo,382434.6,158787,1,4,0,0,4,0,2005,23008
1,CT,4,8,5.85,18.71,3.59,1.93,2.91,57.57,5.89,10.66,30.48,-1.28,Muy bajo,382434.6,158787,1,4,0,0,4,0,2005,23008
1,CT,1,8,5.85,18.71,3.59,1.93,2.91,57.57,5.89,10.66,30.48,-1.28,Muy bajo,382434.6,158787,1,4,0,0,4,0,2007,23008
0,LLUV,1,8,8.03,26.3,11.11,14.07,32.93,58.84,14.33,21.03,34.21,-0.95,Bajo,382434.6,158787,1,4,0,0,4,0,2003,23008
0,TS,1,8,5.85,18.71,3.59,1.93,2.91,57.57,5.89,10.66,30.48,-1.28,Muy bajo,382434.6,158787,1,4,0,0,4,0,2007,23008
1,CT,1,7,17.31,44.66,37.85,9.15,4.81,67.71,30.14,71.67,73.42,0.11,Alto,330526.09,25146,3,4,0,0,4,0,2003,23007
1,CT,1,7,17.31,44.66,37.85,9.15,4.81,67.71,30.14,71.67,73.42,0.11,Alto,330526.09,25146,3,4,0,0,4,0,2004,23007
1,CT,1,7,14.81,34.63,10.11,7.14,1.94,65.5,24.25,71.55,65.42,-0.02,Alto,330526.09,25146,3,4,0,0,4,0,2005,23007
1,CT,4,7,14.81,34.63,10.11,7.14,1.94,65.5,24.25,71.55,65.42,-0.02,Alto,330526.09,25146,3,4,0,0,4,0,2005,23007
1,CT,1,7,14.81,34.63,10.11,7.14,1.94,65.5,24.25,71.55,65.42,-0.02,Alto,330526.09,25146,3,4,0,0,4,0,2007,23007
1,CT,1,6,18.75,48.01,43.05,11.78,6.36,73.11,30,69.58,83.09,0.38,Alto,463445.19,35982,4,2,0,1,4,0,2003,23006
1,CT,1,6,16.98,36.83,33.6,6.8,1.75,70.84,21.5,68.17,74.03,0.31,Alto,463445.19,35982,4,2,0,1,4,0,2007,23006
0,LLUV,1,6,16.98,36.83,33.6,6.8,1.75,70.84,21.5,68.17,74.03,0.31,Alto,463445.19,35982,4,2,0,1,4,0,2007,23006
1,CT,1,5,4.21,18.75,1.32,1.12,1.76,48.42,3.61,3.45,29.19,-1.76,Muy bajo,208239.46,660210,4,5,0,0,4,0,2003,23005
1,CT,1,5,3.86,14.61,0.64,1.72,6.18,45.02,3.39,3.57,26.01,-1.6,Muy bajo,208239.46,660210,4,5,0,0,4,0,2005,23005
1,CT,4,5,3.86,14.61,0.64,1.72,6.18,45.02,3.39,3.57,26.01,-1.6,Muy bajo,208239.46,660210,4,5,0,0,4,0,2005,23005
1,CT,1,5,3.86,14.61,0.64,1.72,6.18,45.02,3.39,3.57,26.01,-1.6,Muy bajo,208239.46,660210,4,5,0,0,4,0,2007,23005
0,LLUV,1,5,4.21,18.75,1.32,1.12,1.76,48.42,3.61,3.45,29.19,-1.76,Muy bajo,208239.46,660210,4,5,0,0,4,0,2003,23005
1,CT,1,4,9.53,29.54,7.72,5.18,2.49,52.52,17.44,37.15,54.73,-0.98,Bajo,1589505.49,242443,3,4,0,2,3,0,2001,23004
1,CT,1,4,9.53,29.54,7.72,5.18,2.49,52.52,17.44,37.15,54.73,-0.98,Bajo,1589505.49,242443,3,4,0,2,3,0,2003,23004
1,CT,4,4,8.45,23.62,3.07,3,2.14,47.36,12.77,33.27,48.76,-0.98,Bajo,1589505.49,242443,3,4,0,2,3,0,2005,23004
1,CT,1,4,8.45,23.62,3.07,3,2.14,47.36,12.77,33.27,48.76,-0.98,Bajo,1589505.49,242443,3,4,0,2,3,0,2007,23004
0,LLUV,1,4,8.45,23.62,3.07,3,2.14,47.36,12.77,33.27,48.76,-0.98,Bajo,1589505.49,242443,3,4,0,2,3,0,2007,23004
1,CT,1,3,5.28,23.59,4.35,4.68,6.02,54.21,4.68,11.39,44.19,-1.37,Muy bajo,94434.99,15838,3,2,0,0,4,0,2003,23003
1,CT,1,3,5.28,23.59,4.35,4.68,6.02,54.21,4.68,11.39,44.19,-1.37,Muy bajo,94434.99,15838,3,2,0,0,4,0,2004,23003
1,CT,4,3,4.82,20.35,2.11,4.31,10.48,52.83,4.26,16.28,39.37,-1.17,Bajo,94434.99,15838,3,2,0,0,4,0,2005,23003
1,CT,1,3,4.82,20.35,2.11,4.31,10.48,52.83,4.26,16.28,39.37,-1.17,Bajo,94434.99,15838,3,2,0,0,4,0,2007,23003
1,CT,1,2,19.47,43.32,47.8,11.83,6.99,71.63,35.2,69.28,76.43,0.33,Alto,1334632.64,74597,4,3,0,1,4,0,2003,23002
1,CT,4,2,18.98,34.25,38.3,6.52,4.26,70.78,31.3,67.07,68.09,0.37,Alto,1334632.64,74597,4,3,0,1,4,0,2005,23002
1,CT,1,2,18.98,34.25,38.3,6.52,4.26,70.78,31.3,67.07,68.09,0.37,Alto,1334632.64,74597,4,3,0,1,4,0,2007,23002
1,CT,1,1,5.12,22.13,2.33,1,9.47,52.96,2.43,1.44,35.11,-1.57,Muy bajo,48412.84,79046,0,4,0,0,3,0,2003,23001
1,LLUV,1,1,5.12,22.13,2.33,1,9.47,52.96,2.43,1.44,35.11,-1.57,Muy bajo,48412.84,79046,0,4,0,0,3,0,2004,23001
1,CT,1,1,4.02,16.76,0.44,1,6.15,51.36,1.84,2.45,31.28,-1.48,Muy bajo,48412.84,79046,0,4,0,0,3,0,2005,23001
1,CT,4,1,4.02,16.76,0.44,1,6.15,51.36,1.84,2.45,31.28,-1.48,Muy bajo,48412.84,79046,0,4,0,0,3,0,2005,23001
1,CT,1,1,4.02,16.76,0.44,1,6.15,51.36,1.84,2.45,31.28,-1.48,Muy bajo,48412.84,79046,0,4,0,0,3,0,2007,23001
0,LLUV,1,1,5.12,22.13,2.33,1,9.47,52.96,2.43,1.44,35.11,-1.57,Muy bajo,48412.84,79046,0,4,0,0,3,0,2003,23001
0,TS,1,1,4.02,16.76,0.44,1,6.15,51.36,1.84,2.45,31.28,-1.48,Muy bajo,48412.84,79046,0,4,0,0,3,0,2007,23001
1,SEQ,92,17,10.24,24.92,10.22,1.56,2.82,49.3,10.29,41.81,53.71,-0.82,Bajo,36657.73,63120,4,3,0,5,3,0,2009,22017
0,LLUV,1,17,10.24,24.92,10.22,1.56,2.82,49.3,10.29,41.81,53.71,-0.82,Bajo,36657.73,63120,4,3,0,5,3,0,2009,22017
1,SEQ,92,16,7.08,17.61,7.34,1.35,1.36,36.06,3.4,34.37,41.89,-1.34,Muy bajo,76486.46,241118,1,1,1,5,2,0,2009,22016
1,LLUV,1,16,5.41,14.75,4.34,1.08,1.76,32.3,2.65,35.47,37.08,-1.32,Muy bajo,76486.46,241118,1,1,1,5,2,0,2010,22016
0,LLUV,1,16,8.48,23.81,14.49,2.51,1.29,43.38,3.85,41.82,46.38,-1.29,Muy bajo,76486.46,241118,1,1,1,5,2,0,2002,22016
0,LLUV,1,16,8.48,23.81,14.49,2.51,1.29,43.38,3.85,41.82,46.38,-1.29,Muy bajo,76486.46,241118,1,1,1,5,2,0,2003,22016
0,LLUV,1,16,8.48,23.81,14.49,2.51,1.29,43.38,3.85,41.82,46.38,-1.29,Muy bajo,76486.46,241118,1,1,1,5,2,0,2003,22016
0,INUND,1,16,7.08,17.61,7.34,1.35,1.36,36.06,3.4,34.37,41.89,-1.34,Muy bajo,76486.46,241118,1,1,1,5,2,0,2005,22016
0,LLUV,1,16,7.08,17.61,7.34,1.35,1.36,36.06,3.4,34.37,41.89,-1.34,Muy bajo,76486.46,241118,1,1,1,5,2,0,2007,22016
0,LLUV,1,16,5.41,14.75,4.34,1.08,1.76,32.3,2.65,35.47,37.08,-1.32,Muy bajo,76486.46,241118,1,1,1,5,2,0,2010,22016
1,SEQ,92,14,4.18,11.58,2.08,0.86,2.15,27.2,4.72,11.23,26.91,-1.82,Muy bajo,67819.84,801432,1,3,0,5,2,0,2009,22014
0,LLUV,1,14,5.1,15.53,4.64,1.58,2.24,32.95,4.49,12.18,29.79,-1.88,Muy bajo,67819.84,801432,1,3,0,5,2,0,2003,22014
0,LLUV,1,14,5.1,15.53,4.64,1.58,2.24,32.95,4.49,12.18,29.79,-1.88,Muy bajo,67819.84,801432,1,3,0,5,2,0,2003,22014
0,LLUV,9,14,5.1,15.53,4.64,1.58,2.24,32.95,4.49,12.18,29.79,-1.88,Muy bajo,67819.84,801432,1,3,0,5,2,0,2003,22014
0,LLUV,1,14,5.1,15.53,4.64,1.58,2.24,32.95,4.49,12.18,29.79,-1.88,Muy bajo,67819.84,801432,1,3,0,5,2,0,2003,22014
0,LLUV,1,14,5.1,15.53,4.64,1.58,2.24,32.95,4.49,12.18,29.79,-1.88,Muy bajo,67819.84,801432,1,3,0,5,2,0,2004,22014
0,LLUV,1,14,4.18,11.58,2.08,0.86,2.15,27.2,4.72,11.23,26.91,-1.82,Muy bajo,67819.84,801432,1,3,0,5,2,0,2008,22014
0,LLUV,1,14,4.18,11.58,2.08,0.86,2.15,27.2,4.72,11.23,26.91,-1.82,Muy bajo,67819.84,801432,1,3,0,5,2,0,2009,22014
1,SEQ,92,13,15.46,39.65,26.66,10.46,32.96,56.22,22.15,100,63.4,0.38,Alto,68864.32,18241,0,1,3,3,3,0,2009,22013
0,LLUV,1,12,11.92,33.92,21.3,4.77,1.52,60,10.72,72.02,52.48,-0.67,Medio,32060.9,63681,4,1,0,4,2,0,2003,22012
0,LLUV,9,12,11.92,33.92,21.3,4.77,1.52,60,10.72,72.02,52.48,-0.67,Medio,32060.9,63681,4,1,0,4,2,0,2003,22012
0,LLUV,1,12,11.92,33.92,21.3,4.77,1.52,60,10.72,72.02,52.48,-0.67,Medio,32060.9,63681,4,1,0,4,2,0,2004,22012
1,SEQ,92,11,11.88,29.27,13.54,2.07,5.56,57.67,8.51,89.48,44.77,-0.51,Medio,74003.9,115790,1,1,1,4,2,0,2009,22011
0,LLUV,1,11,13.83,37.67,23.14,4.16,2.73,65.02,10.87,87.35,49.57,-0.51,Medio,74003.9,115790,1,1,1,4,2,0,2002,22011
0,LLUV,1,11,13.83,37.67,23.14,4.16,2.73,65.02,10.87,87.35,49.57,-0.51,Medio,74003.9,115790,1,1,1,4,2,0,2004,22011
1,SEQ,92,9,16.03,39.28,12.57,10.28,27.11,50.48,23.15,59.38,54.76,-0.04,Alto,117503.06,25271,0,1,1,3,1,5,2009,22009
1,SEQ,92,8,15.85,41.8,29.1,3.01,3.18,60.34,6.04,100,56.68,-0.01,Alto,38505.34,35416,1,2,0,3,2,0,2009,22008
0,LLUV,9,8,19.53,51.85,48.9,8.46,18.32,62.47,10.07,100,62.75,0.18,Alto,38505.34,35416,1,2,0,3,2,0,2003,22008
1,SEQ,92,7,13.67,30.93,10.24,3.79,5.72,48.36,8.7,44.66,60.92,-0.58,Medio,29772.22,37691,2,2,0,4,3,0,2009,22007
0,LLUV,1,7,15.88,38.06,17.27,5.82,2.71,51.16,13.69,59.63,67.45,-0.56,Medio,29772.22,37691,2,2,0,4,3,0,2003,22007
0,LLUV,1,7,13.67,30.93,10.24,3.79,5.72,48.36,8.7,44.66,60.92,-0.58,Medio,29772.22,37691,2,2,0,4,3,0,2007,22007
1,SEQ,92,6,4.55,13.59,2.19,0.84,5.91,27.13,3.91,22.43,30.68,-1.69,Muy bajo,23297.69,142778,2,1,0,4,2,0,2009,22006
0,LLUV,9,6,7.22,21.51,7.43,2.53,4.29,40.44,5.35,29.32,33.97,-1.55,Muy bajo,23297.69,142778,2,1,0,4,2,0,2003,22006
1,SEQ,92,5,14.98,32.97,25.91,2.57,2.39,61.85,18.48,87.46,57.39,-0.1,Medio,80333.65,57834,1,5,0,3,1,0,2009,22005
0,LLUV,1,5,17.38,42.01,40.52,7.34,4,66.42,16.01,86.46,63.53,-0.07,Alto,80333.65,57834,1,5,0,3,1,0,2003,22005
0,LLUV,1,4,19.79,43.85,45.84,15.92,17.7,58.02,19.33,80.08,68.66,0.14,Alto,133612.1,63755,2,5,1,4,3,0,2004,22004
0,LLUV,1,4,16.95,35.44,31.3,10.72,14.86,55.15,16.01,78.67,62.02,0.13,Alto,133612.1,63755,2,5,1,4,3,0,2007,22004
1,SEQ,92,3,18.89,43.9,9.42,6.26,18.45,45.43,29.83,100,70.71,0.22,Alto,72516.34,12713,1,1,1,3,1,0,2009,22003
1,SEQ,24,1,25.15,53.29,49.34,24.68,19.01,58.79,28.99,87.16,74.43,0.6,Alto,70799.73,62056,1,4,2,4,1,0,2000,22001
0,LLUV,9,1,25.15,53.29,49.34,24.68,19.01,58.79,28.99,87.16,74.43,0.6,Alto,70799.73,62056,1,4,2,4,1,0,2003,22001
1,LLUV,1,216,36.98,59.3,15.34,10.58,4.96,61.31,41.63,100,89.92,1.19,Muy alto,1901.4,2614,3,5,5,4,2,5,2007,21216
0,FV,1,216,27.18,50.61,8.41,9.11,2.69,50.49,6.64,100,82.79,0.86,Alto,1901.4,2614,3,5,5,4,2,5,2010,21216
0,LLUV,1,216,27.18,50.61,8.41,9.11,2.69,50.49,6.64,100,82.79,0.86,Alto,1901.4,2614,3,5,5,4,2,5,2010,21216
1,LLUV,1,215,30.2,45.37,1.38,4.52,1.93,45.83,23.76,100,90.79,0.38,Alto,3624.68,4589,0,5,5,3,3,5,2007,21215
1,CT,2,215,27.23,42.16,0.89,2.27,0.92,42.87,20.39,100,83.4,0.58,Alto,3624.68,4589,0,5,5,3,3,5,2010,21215
1,LLUV,1,213,24.9,50.27,7.97,6.86,40.07,66.14,38.62,100,85.19,0.97,Alto,17479.46,12200,4,4,4,3,3,5,2007,21213
1,CT,1,213,24.9,50.27,7.97,6.86,40.07,66.14,38.62,100,85.19,0.97,Alto,17479.46,12200,4,4,4,3,3,5,2007,21213
1,SEQ,92,212,24.51,44.45,8.05,5.89,10.79,67.44,49.99,100,84.13,0.79,Alto,26498.23,19427,0,4,4,3,4,0,2007,21212
1,LLUV,1,212,24.51,44.45,8.05,5.89,10.79,67.44,49.99,100,84.13,0.79,Alto,26498.23,19427,0,4,4,3,4,0,2007,21212
0,LLUV,3,212,24.51,44.45,8.05,5.89,10.79,67.44,49.99,100,84.13,0.79,Alto,26498.23,19427,0,4,4,3,4,0,2006,21212
0,TS,1,212,24.51,44.45,8.05,5.89,10.79,67.44,49.99,100,84.13,0.79,Alto,26498.23,19427,0,4,4,3,4,0,2007,21212
0,TS,1,212,24.51,44.45,8.05,5.89,10.79,67.44,49.99,100,84.13,0.79,Alto,26498.23,19427,0,4,4,3,4,0,2007,21212
1,SEQ,61,211,8.93,22.39,1.13,1.47,1.29,52.2,9.89,26.67,61.56,-0.9,Bajo,3066.4,15439,0,3,0,2,4,0,2009,21211
1,LLUV,1,211,8.93,22.39,1.13,1.47,1.29,52.2,9.89,26.67,61.56,-0.9,Bajo,3066.4,15439,0,3,0,2,4,0,2007,21211
1,SEQ,92,210,25.97,40.78,1.65,3.22,2.88,57.57,20.67,100,86,0.3,Alto,2019.9,5608,3,5,5,4,2,5,2007,21210
1,LLUV,1,210,25.97,40.78,1.65,3.22,2.88,57.57,20.67,100,86,0.3,Alto,2019.9,5608,3,5,5,4,2,5,2007,21210
1,SEQ,92,208,15.39,32.78,5.78,2.64,9.88,54.04,22.72,55.89,70.52,-0.24,Medio,48575.7,76204,2,3,2,4,4,0,2007,21208
1,LLUV,1,208,15.39,32.78,5.78,2.64,9.88,54.04,22.72,55.89,70.52,-0.24,Medio,48575.7,76204,2,3,2,4,4,0,2007,21208
0,LLUV,1,208,15.39,32.78,5.78,2.64,9.88,54.04,22.72,55.89,70.52,-0.24,Medio,48575.7,76204,2,3,2,4,4,0,2009,21208
1,LLUV,1,207,18.54,37.67,8.32,3.81,20.14,62.01,23.89,82.72,73.46,0.2,Alto,17578.42,53294,3,5,4,2,4,0,2007,21207
1,TS,1,204,10.52,21.95,1.71,2.93,1.64,58.69,14.34,100,71.94,-0.02,Medio,2940.65,7504,0,5,5,2,2,5,2010,21204
1,LLUV,1,204,11.67,27.04,2.89,2.27,9.62,64.74,16.02,100,79.94,-0.08,Medio,2940.65,7504,0,5,5,2,2,5,2007,21204
1,LLUV,1,202,29.16,52.44,19.94,10.46,25.51,71.35,35.99,100,87.5,1.18,Muy alto,7769.81,12249,0,5,5,4,2,0,2007,21202
1,LLUV,1,200,16.92,44.04,6.13,7.72,22.21,57.67,40.28,100,80.45,0.52,Alto,5933.81,3882,0,5,4,2,4,0,2007,21200
0,TS,1,200,16.92,44.04,6.13,7.72,22.21,57.67,40.28,100,80.45,0.52,Alto,5933.81,3882,0,5,4,2,4,0,2007,21200
1,LLUV,1,199,24.19,46.12,1.86,2.41,11.97,71.07,18.64,77.26,80.47,0.39,Alto,14510.25,37910,0,4,2,2,1,0,2007,21199
1,SEQ,30,197,15.48,34.68,3.06,2.46,24.86,60.53,18.81,35.37,75.92,-0.13,Medio,31016.22,75442,5,5,5,4,3,5,2008,21197
1,TS,1,197,12.52,29.36,1.63,1.73,18.81,55.37,13.24,35.74,64.17,-0.16,Medio,31016.22,75442,5,5,5,4,3,5,2010,21197
1,LLUV,1,197,15.48,34.68,3.06,2.46,24.86,60.53,18.81,35.37,75.92,-0.13,Medio,31016.22,75442,5,5,5,4,3,5,2007,21197
1,CT,1,197,15.48,34.68,3.06,2.46,24.86,60.53,18.81,35.37,75.92,-0.13,Medio,31016.22,75442,5,5,5,4,3,5,2007,21197
0,TS,1,197,15.48,34.68,3.06,2.46,24.86,60.53,18.81,35.37,75.92,-0.13,Medio,31016.22,75442,5,5,5,4,3,5,2007,21197
1,LLUV,1,194,18.13,38.52,3.04,3.14,24.1,55.14,19.51,33.86,77.35,-0.08,Medio,31392.45,27502,2,5,3,3,3,0,2007,21194
1,LLUV,1,192,19.94,42.94,4.77,7.65,4.56,63.04,29.03,100,86.8,0.47,Alto,4161.56,5971,2,5,4,4,2,0,2007,21192
1,LLUV,1,187,23.23,48.89,5.09,13.17,42,60.35,19.05,100,82.55,0.77,Alto,5435.25,5397,0,5,5,4,3,5,2007,21187
0,LLUV,1,187,23.72,55.56,14.89,44.02,38.69,67.65,57.62,100,86.84,1.13,Muy alto,5435.25,5397,0,5,5,4,3,5,2002,21187
0,LLUV,3,186,16.71,36.08,4.37,3.29,14.98,56.24,18.85,81.62,77.9,0.01,Alto,29198.42,51444,2,5,3,2,4,0,2006,21186
1,LLUV,1,184,29.55,59.64,3.67,0.86,19.46,66.74,34.57,100,88.3,0.92,Alto,6287.3,6395,0,4,5,4,2,5,2007,21184
1,LLUV,1,183,34.3,59.7,4.26,1.81,14.25,73.04,54.03,100,87.38,1.2,Muy alto,14190.11,19766,2,4,5,4,2,5,2007,21183
1,SEQ,31,182,7.43,25.51,5.08,1.03,17.95,71.19,15.37,100,73.59,-0.11,Medio,1484.46,4780,0,4,0,4,2,0,2009,21182
0,LLUV,1,182,6.08,21.16,2.24,1.45,6.71,62.05,14.53,100,73.79,-0.04,Medio,1484.46,4780,0,4,0,4,2,0,2010,21182
0,LLUV,1,182,6.08,21.16,2.24,1.45,6.71,62.05,14.53,100,73.79,-0.04,Medio,1484.46,4780,0,4,0,4,2,0,2010,21182
1,SEQ,1,180,11.08,35.56,9.18,1.08,1.48,65.93,31.92,77.82,79.61,-0.3,Medio,31207.92,36453,0,3,2,4,1,0,2002,21180
1,TS,1,180,11.08,35.56,9.18,1.08,1.48,65.93,31.92,77.82,79.61,-0.3,Medio,31207.92,36453,0,3,2,4,1,0,2002,21180
1,LLUV,1,179,19.57,41.84,2.23,1.89,1.65,68.3,15.28,73.19,85.09,0.16,Alto,41916.99,28517,0,3,0,3,1,0,2007,21179
0,LLUV,1,179,19.57,41.84,2.23,1.89,1.65,68.3,15.28,73.19,85.09,0.16,Alto,41916.99,28517,0,3,0,3,1,0,2008,21179
1,LLUV,1,178,22.35,49.85,4.2,5.66,48.56,66.22,44.83,100,89.36,1.02,Alto,17195.17,17072,0,5,5,4,3,5,2007,21178
1,LLUV,1,177,24.24,50.76,8.43,2.52,6.36,67.52,31.1,45.98,75.44,0.36,Alto,39699.51,48198,5,4,0,4,3,0,2007,21177
0,TS,1,177,24.24,50.76,8.43,2.52,6.36,67.52,31.1,45.98,75.44,0.36,Alto,39699.51,48198,5,4,0,4,3,0,2007,21177
0,LLUV,1,177,24.24,50.76,8.43,2.52,6.36,67.52,31.1,45.98,75.44,0.36,Alto,39699.51,48198,5,4,0,4,3,0,2008,21177
1,LLUV,1,174,8.41,22.51,1.21,0.87,5.85,47.71,6.71,31.89,60.22,-0.96,Bajo,9189.23,92204,0,5,3,2,2,0,2007,21174
0,LLUV,1,174,8.41,22.51,1.21,0.87,5.85,47.71,6.71,31.89,60.22,-0.96,Bajo,9189.23,92204,0,5,3,2,2,0,2007,21174
0,LLUV,2,174,8.41,22.51,1.21,0.87,5.85,47.71,6.71,31.89,60.22,-0.96,Bajo,9189.23,92204,0,5,3,2,2,0,2007,21174
1,LLUV,1,173,7.4,20.9,1.92,2.68,0.49,45.18,7.52,100,57.41,-0.79,Bajo,972.97,5678,0,5,0,2,2,0,2007,21173
1,LLUV,1,172,21.78,46.08,5.83,9.75,35.73,57.18,37.14,100,81.68,0.72,Alto,32637.13,25734,0,5,4,3,4,0,2007,21172
1,LLUV,1,170,17.32,41.73,7.87,3.27,9.33,61.74,13.27,100,85.46,0.24,Alto,44794.09,16325,1,2,0,2,3,0,2007,21170
0,LLUV,1,170,19.45,51.65,13.43,4.26,14.92,62.16,16.21,100,89.91,0.17,Alto,44794.09,16325,1,2,0,2,3,0,2002,21170
1,LLUV,1,167,46.21,61.55,6.68,3.97,37.51,69.25,52.46,100,86.29,1.55,Muy alto,7041.33,10240,0,5,5,4,2,5,2007,21167
1,SEQ,1,164,10.99,33.42,26.39,3.21,5.03,62.93,13.22,41.6,72.47,-0.52,Medio,21648.39,74571,4,4,0,4,2,0,2002,21164
1,TS,1,164,10.99,33.42,26.39,3.21,5.03,62.93,13.22,41.6,72.47,-0.52,Medio,21648.39,74571,4,4,0,4,2,0,2002,21164
0,LLUV,1,164,10.05,27.06,17.13,1.35,2.06,58.09,7.26,41.37,68.88,-0.53,Medio,21648.39,74571,4,4,0,4,2,0,2007,21164
1,LLUV,1,162,44.25,61.56,5.11,5.52,16.34,66.51,58.04,100,90.36,1.45,Muy alto,2852.62,4244,0,5,5,3,3,5,2007,21162
1,CT,2,162,37.35,53.51,4.13,4.38,7.33,56.47,15.51,100,78.94,1.14,Muy alto,2852.62,4244,0,5,5,3,3,5,2010,21162
1,LLUV,1,158,20.32,41.16,5.51,9.03,76.17,51.72,41.92,100,85.19,0.88,Alto,13922.99,6725,3,4,3,3,2,0,2007,21158
1,SEQ,61,157,25.86,51.7,19.82,3.66,31.28,48.66,20.68,100,64.22,0.45,Alto,49030.01,11250,1,2,0,4,5,0,2009,21157
1,SEQ,1,157,24.58,52.73,34.41,3.84,26.11,51.2,22.5,55.55,67.57,0.01,Alto,49030.01,11250,1,2,0,4,5,0,2002,21157
1,TS,1,157,24.58,52.73,34.41,3.84,26.11,51.2,22.5,55.55,67.57,0.01,Alto,49030.01,11250,1,2,0,4,5,0,2002,21157
1,SEQ,61,155,22.62,47.64,11.33,1.26,32.43,47.62,23.9,100,70.09,0.32,Alto,14497.47,5372,0,3,2,5,5,0,2009,21155
1,SEQ,1,155,23.59,49.25,24.99,2.19,36.11,51.24,18.97,100,73.74,0.13,Alto,14497.47,5372,0,3,2,5,5,0,2002,21155
1,TS,1,155,23.59,49.25,24.99,2.19,36.11,51.24,18.97,100,73.74,0.13,Alto,14497.47,5372,0,3,2,5,5,0,2002,21155
1,SEQ,92,154,11.23,31.03,4.39,1.08,8.43,61.98,11.02,34.49,68.76,-0.47,Medio,17962.74,71449,4,4,3,4,2,0,2007,21154
1,SEQ,1,154,13.55,38.88,12.65,2.32,9.44,66.46,22.24,35.15,72.34,-0.43,Medio,17962.74,71449,4,4,3,4,2,0,2002,21154
1,TS,1,154,13.55,38.88,12.65,2.32,9.44,66.46,22.24,35.15,72.34,-0.43,Medio,17962.74,71449,4,4,3,4,2,0,2002,21154
1,LLUV,1,154,11.23,31.03,4.39,1.08,8.43,61.98,11.02,34.49,68.76,-0.47,Medio,17962.74,71449,4,4,3,4,2,0,2007,21154
1,SEQ,1,148,14.83,52.79,34.05,1.79,71.24,74.71,21.02,100,88.17,0.7,Alto,3263.15,8040,3,4,0,5,2,0,2002,21148
1,TS,1,148,14.83,52.79,34.05,1.79,71.24,74.71,21.02,100,88.17,0.7,Alto,3263.15,8040,3,4,0,5,2,0,2002,21148
1,LLUV,1,148,14.9,43.48,18.12,0.94,70.7,66.44,9.92,100,83.81,0.66,Alto,3263.15,8040,3,4,0,5,2,0,2007,21148
1,SEQ,61,146,41.07,63.4,17.49,2.53,1.01,35.06,10.11,100,82.28,0.56,Alto,4742.1,874,0,3,0,3,5,5,2009,21146
1,SEQ,61,144,10.18,32.63,8.93,0.94,8.9,61.58,19.86,5.73,77.1,-0.4,Medio,2372.81,13462,0,4,0,4,2,0,2009,21144
1,LLUV,1,142,20.76,39.79,2.35,0.75,3.43,61.78,10.91,16.92,75.2,-0.27,Medio,21916.23,27382,4,4,0,4,1,0,2007,21142
0,LLUV,1,142,20.76,39.79,2.35,0.75,3.43,61.78,10.91,16.92,75.2,-0.27,Medio,21916.23,27382,4,4,0,4,1,0,2009,21142
1,SEQ,61,141,22.15,45.03,10.59,4.45,7.01,49.94,15.38,100,72.4,0.15,Alto,17475.09,3364,0,2,0,4,4,5,2009,21141
1,SEQ,1,141,20.9,50.26,15.7,6.58,9.23,58.04,15.51,100,76.17,0,Alto,17475.09,3364,0,2,0,4,4,5,2002,21141
1,TS,1,141,20.9,50.26,15.7,6.58,9.23,58.04,15.51,100,76.17,0,Alto,17475.09,3364,0,2,0,4,4,5,2002,21141
1,LLUV,1,140,5.01,17.21,5.53,0.4,34.72,40.47,6.07,6.8,51.64,-1.14,Bajo,7656.92,120411,5,4,0,4,2,0,2007,21140
1,SEQ,61,139,19.07,42.67,11.42,1.88,16.05,56.46,19.85,100,73.53,0.21,Alto,9666.9,3530,0,3,3,5,5,0,2009,21139
1,SEQ,61,137,20.24,47.9,2.57,1.16,0.52,63.9,7.6,100,83.57,0.21,Alto,20943.02,9128,4,3,0,3,3,0,2009,21137
1,LLUV,1,137,20.24,47.9,2.57,1.16,0.52,63.9,7.6,100,83.57,0.21,Alto,20943.02,9128,4,3,0,3,3,0,2007,21137
0,LLUV,3,137,20.24,47.9,2.57,1.16,0.52,63.9,7.6,100,83.57,0.21,Alto,20943.02,9128,4,3,0,3,3,0,2006,21137
1,SEQ,61,135,18.48,53.79,12.54,7.07,1.59,47.37,29.15,100,90.13,0.46,Alto,7265.43,565,0,1,0,2,5,5,2009,21135
1,LLUV,1,130,16.47,44.42,2.24,2.01,1.47,51.16,13.2,100,86.12,0.04,Alto,9578.6,3404,0,2,0,3,4,0,2007,21130
0,LLUV,1,130,16.47,44.42,2.24,2.01,1.47,51.16,13.2,100,86.12,0.04,Alto,9578.6,3404,0,2,0,3,4,0,2007,21130
1,SEQ,61,127,23.17,48.13,11.36,2.46,29.7,48.28,18.94,100,81.5,0.42,Alto,14263.4,3777,0,3,3,5,1,5,2009,21127
1,SEQ,61,125,4.75,21.75,3.99,0.72,73.79,37.08,16.88,100,54,-0.43,Medio,1172.48,8160,0,4,0,4,2,0,2009,21125
1,TS,1,123,34.03,54.71,1.66,12.13,10.56,58.27,19.34,100,88.53,1.41,Muy alto,4480.73,4095,0,5,5,3,2,5,2010,21123
