"Dependiente","ANAL","SPRI","OVSDS","OVSEE","OVSAE","VHAC","OVPT","PL.5000","PO2SM","IM","area_mun..ha.","Sum_POBTOT","R_Inun","R_Hur","R_Des","R_Seq","R_IF","R_Den"
1,14.22,31.53,1.13,1.93,6.05,40.77,39.79,21.48,55.36,-0.18,22090.8,18100,0,4,0,3,3,0
1,10.97,42.87,14.01,5.67,11.95,47.43,14.93,68.36,48.76,-0.72,199885.57,23001,1,3,1,2,5,0
0,3.55,12.41,1.83,0.7,1.91,23.33,2.42,5.34,36.33,-1.82,146706.56,772178,3,3,0,5,3,0
0,2.09,9.53,0.31,0.11,0.14,27.55,0.19,0,38.63,-2.09,3233.52,531831,4,1,0,5,0,0
0,9.54,26.03,5.94,1.44,6.24,47.48,14.84,15.03,56.97,-1.17,19116.44,97667,5,3,2,5,2,5
1,5.31,24.38,0.62,0.34,0.79,29.06,1.16,0.8,38.7,-1.6,91517.58,4762,0,1,0,3,1,0
0,3.88,14.37,0.28,0.14,1.12,31.18,3,1.06,37.16,-1.73,3780.77,138041,4,1,0,3,1,0
1,6.08,26.01,6.78,3.36,8.92,34.24,9.17,48.01,30.75,-1.2,3184723.09,57368,1,4,0,2,1,0
0,8.16,23.78,2.52,3.7,7.13,41.13,18.99,25.88,55.32,-0.93,239873.45,166212,3,2,1,1,5,5
1,7.93,43.92,2.32,8.13,31.08,33.36,4.07,100,51.66,-0.06,250773.42,3994,3,2,0,2,3,0
0,8.16,28.32,7.27,5.47,19.21,54.31,12.06,23.37,47.63,-1.05,858833.96,217712,3,1,0,1,1,0
1,26.19,46.95,10.37,1.87,43.01,44.97,25.68,100,56.64,0.3,46627.46,18321,3,3,0,5,5,0
1,26.07,49.88,6.11,4.09,1.8,54.52,36.16,30.2,82.55,0.25,34048.94,8349,1,2,3,2,3,5
0,8.65,24.13,1.83,1.75,3.18,45.6,13.6,33.64,55.12,-0.94,6416.84,34674,2,5,4,1,1,0
0,11.04,31.7,0.9,4.28,42.7,44.95,26.04,44.56,67.41,-0.28,17801.93,24183,5,5,0,4,3,0
1,18.44,61.08,5.54,6.52,3.81,60.09,7.63,30.95,89.47,-0.16,65899.95,7280,2,1,0,2,3,0
0,38.4,54.22,47.8,56.72,71.53,76.38,95.6,100,90.59,3.11,63152.03,32712,0,5,4,3,4,5
1,36.76,71.43,18.83,35.38,12.9,89.6,68.32,100,89.41,1.61,7491.86,3840,0,5,5,5,3,5
1,32.23,48.45,48.84,6.38,19.82,70.31,22.27,100,88.72,1.93,14664.01,5704,0,4,4,3,3,5
1,33.99,63.56,3.19,8.8,5.84,72.23,60.42,100,75.44,1.22,4144.26,7781,5,4,5,4,3,0
1,16.4,49.02,62.12,3.36,7.95,64.73,3.56,100,87.02,0.29,12962.56,3447,5,5,0,3,5,0
1,23.9,49.63,18.99,8.3,1.16,73.67,7.03,100,88.55,0.68,47016.17,4154,4,3,0,2,4,0
1,3.16,14.8,0.49,0.22,0.63,33.68,1.51,0.01,27.58,-2.04,32169.54,1135512,4,1,0,4,1,0
0,5.95,36.68,5.35,3.11,4.7,23.29,1.78,100,48.53,-0.93,160135.83,5058,2,1,0,2,3,0
0,16.13,39.24,2.79,38.68,66.38,55.88,67.99,71.26,71.2,1.18,128996.69,100532,5,5,3,4,2,0
1,6.57,36.24,6.41,6.43,22.56,37.36,8.73,55.01,61.13,-0.92,245414.56,13391,3,1,0,2,3,5
1,5.78,27.1,10.17,1.4,4.19,38.37,6.2,43.58,53.11,-1.01,503730.76,211127,2,1,0,5,3,0
0,23.09,48.57,12.54,5.8,20.51,36.17,12.92,100,63.88,0.07,10810.92,5754,5,2,0,3,1,0
0,20.19,48.18,9.03,4.7,52.81,55.43,18.11,66.75,83.11,0.49,176993.87,46854,5,2,1,0,1,0
0,20.63,47.74,25.22,1.58,15.18,60.96,15.14,100,82.35,0.49,24363,18916,2,3,0,2,3,0
1,26.5,42.03,55.01,17.42,33.8,71.98,33.54,80.46,74.84,2.06,110026.95,42247,3,5,3,5,4,0
1,18.02,35.78,6.9,2.66,34.48,47.27,18.73,45.02,50.42,0.11,64119.57,18322,5,5,0,4,5,0
1,11.74,39.81,6.79,0.39,2.54,35.41,4.43,54.93,62.05,-0.41,71368.64,67810,1,2,0,5,5,5
0,3.5,17,1.08,0.32,3.34,43.36,2.85,0.46,28.98,-1.86,90698.28,268804,0,1,2,3,1,0
0,19.08,37.65,21.31,6.23,23.52,52.49,24.48,57.36,62.19,0.06,284611.71,60652,2,5,1,3,3,0
1,25.21,51.95,26.6,4.03,0.48,74.69,10.48,100,86.44,0.73,11379.19,2813,5,5,0,3,4,0
0,7.49,19.01,9.23,1.66,1.83,44.41,4.45,47.16,67.82,-0.9,16880.29,28579,0,1,0,4,4,0
1,18.07,44.71,2.13,2.9,8.76,54.68,18.3,42.33,66.04,0.24,4399.59,18568,4,4,3,4,1,5
1,28.94,59.62,19.4,16.76,25.8,54.31,33.86,100,69.26,0.98,205530.08,6973,3,1,1,1,3,5
0,24.56,43.98,2.17,1.16,13.8,69.65,40.35,58.55,84.11,0.48,36586.9,30603,3,5,4,2,4,5
1,35.43,69,41.83,21.24,9.34,80.32,78.6,100,92.14,1.55,22136.08,5555,3,3,0,4,4,0
0,9.23,22.12,3.29,2.84,2.29,42.66,5.52,34.7,60.66,-0.98,32012.44,42329,1,1,0,3,4,0
1,17.31,44.66,37.85,9.15,4.81,67.71,30.14,71.67,73.42,0.11,330526.09,25146,3,4,0,0,4,0
1,10.72,35.51,0.03,0.39,0.62,50.14,0.78,100,78.17,-0.1,1808.32,3082,0,4,0,2,1,0
1,14.16,46.85,7.44,1.34,1.41,34.13,7.81,65.36,77.3,-0.02,28719.31,16038,2,3,0,5,5,0
1,11.68,25.8,16.64,3.07,14.74,48.78,10.82,100,67.87,-0.29,13655.62,17370,0,5,2,3,4,0
1,14.95,57.21,1.66,3.24,64.22,77.56,53.56,100,95.64,1.29,7938.49,7590,0,4,4,0,2,5
1,16.92,41.73,2.2,2.48,2.66,58.76,21.95,26.12,63.75,-0.3,17798.36,35012,0,4,3,2,1,0
0,4.06,22.06,2.22,4.92,15.85,37.73,3.79,32.65,26.72,-1.63,272436.11,99510,1,1,1,1,1,0
1,9.2,34.95,11.38,1.92,10.09,50.04,16.05,51.71,59.92,-0.82,290974.27,284592,3,2,0,5,1,0
1,12.68,41.81,13.69,1.94,24.89,45.41,23.49,74.24,64.8,-0.11,277294.38,45242,4,1,1,3,5,0
0,28.87,51.22,2.93,5.63,60.56,51.32,72.01,100,75.97,1.12,66668.81,49609,3,5,4,4,3,0
0,54.44,72.81,53.41,6.8,29.26,76.3,75.63,100,91.64,1.84,19518.6,36489,0,4,2,2,4,0
0,15.98,35.28,24.08,2.99,25.33,58.44,41.35,64.44,72.56,0.28,145028.48,60902,2,5,1,4,3,0
1,15.06,31.84,1.96,7.88,49.26,42.56,19.3,100,81.13,0.61,18535.5,15688,5,5,4,5,2,0
0,38.8,54.65,13.24,8.29,34.53,82.15,75.58,100,89.42,1.79,25191.23,36097,0,4,5,2,2,5
1,32.48,49.75,1.72,1.83,12.64,74.75,10.33,73.29,86.65,1.08,31436.48,40151,3,4,4,2,3,0
1,9.39,31.45,7.4,2.44,15.53,42.58,18.74,64.95,66.12,-0.09,24192.34,25934,3,3,1,3,3,5
0,6.51,33.42,7.29,0.83,2.44,26.42,2.74,100,52.42,-0.92,187499.45,2187,1,1,0,3,3,0
0,12.71,37.87,14.96,0.79,1.35,44.49,9.53,51.45,58.75,-0.57,81317.79,140605,5,3,0,5,2,5
0,8.15,34.46,1.36,0.84,2.28,43.6,3.03,50.61,55.87,-0.88,92335.78,53732,0,1,1,4,2,0
1,11.08,38.86,11.41,4.01,7.2,61.01,16.25,100,84.29,-0.22,5444.11,2569,4,3,0,3,1,0
1,9.77,33.77,35.13,1.57,2.16,57.1,1.15,100,70.75,-0.14,4678.73,3029,3,3,0,1,5,0
0,3.93,14.99,0.55,0.41,7.1,33.24,5.04,7.2,37.7,-1.61,24574.52,551926,4,3,0,4,1,0
1,8.42,25.12,3.45,1.02,26.77,48.45,8.77,79.79,53.95,-0.63,36876.38,83336,4,1,0,2,2,0
0,2.45,10.88,0.26,0.86,0.18,30.72,1.35,0.1,32.75,-1.86,11331.17,297539,4,5,0,3,1,0
0,12.4,35.37,15.09,2.24,14.44,48.65,26.66,41.24,64.56,-0.65,54213.5,31455,2,2,1,4,1,0
1,45.22,69.26,26.21,7.54,30.33,86.19,68.78,17.89,75.36,1.69,4296.6,16418,0,4,5,4,2,0
1,20.8,52.37,42.98,2.75,1.23,65.73,4.58,100,84.05,0.21,7106.5,2052,4,3,0,2,4,0
1,34.89,54.05,1.25,7.43,14.24,51.27,32.28,100,83.08,1.37,4431.18,4999,0,5,5,4,2,5
0,13.31,33.03,4.1,1.69,12.64,52.13,5.49,46.94,60.22,-0.57,42062.47,53539,3,1,1,2,3,0
1,35.51,59.61,2.63,7.1,40.34,72.91,78.43,100,91.36,1.67,6598.82,2533,0,4,4,3,1,5
0,1.62,10.46,0.35,0.39,1.61,22.72,1.16,1.35,15.11,-2.13,836790.17,818573,1,1,0,5,1,0
1,26.65,47.46,23.22,2.8,46.41,51.38,32.28,100,82.43,0.81,27675.42,10781,5,5,0,4,5,0
0,17.02,41.33,34.2,6.57,14.79,63.27,41.57,68.39,75.31,0.11,145028.48,60902,2,5,1,4,3,0
0,2.57,12.35,0.03,0.14,0.13,23.99,1.33,0,27.51,-1.98,14990.44,1495182,4,3,0,3,5,5
0,18.06,45.89,10.76,7.26,39.72,66.52,27.66,68.24,82.6,0.6,42065.19,29586,5,3,4,0,2,5
0,8.48,23.81,14.49,2.51,1.29,43.38,3.85,41.82,46.38,-1.29,76486.46,241118,1,1,1,5,2,0
0,28.82,41.99,36.75,8.47,37.3,65.17,50.66,62.44,71.13,0.96,60458.86,61039,3,4,2,5,5,0
1,7.53,26.85,1.11,4.48,17.14,41.72,11.21,47.64,45.09,-0.59,313569.89,95442,4,3,0,4,1,0
1,27.03,51.11,17.19,4.57,44.55,44.06,10.58,100,72.96,1.04,133060.97,21001,3,2,2,3,5,0
1,6.46,43.7,38.26,3.82,10.28,43.51,11.7,100,74.01,-0.35,138490.4,11765,0,1,1,2,3,0
1,27.73,60.39,17.62,16.3,32.41,78.98,59.38,100,91.2,1.11,21055.9,4446,0,3,2,4,4,5
0,6.4,19.05,5.39,0.79,4.68,45.56,7.23,80.57,63.84,-0.82,16058.36,35006,2,3,0,5,2,0
0,43.13,67.9,2.95,7.19,7,77.74,66.31,100,74.27,1.51,13722.94,23626,0,4,4,2,1,0
1,35.69,52.83,3.18,4.46,31.36,48.49,4.24,100,80.35,1.03,79829.36,27965,5,3,3,1,1,0
0,2.57,12.35,0.03,0.14,0.13,23.99,1.33,0,27.51,-1.98,14990.44,1495182,4,3,0,3,5,5
0,12.83,40.57,1.45,3.73,41.03,46.55,17.9,100,63.38,-0.03,13151.79,10344,5,3,0,4,2,0
0,35.96,55.68,67.04,29.67,26.22,80.37,59.25,82.99,84.44,1.5,105389.49,62580,3,5,2,3,4,0
0,2.34,10.81,0.56,1.93,4.72,25.34,2.84,12.52,23.91,-1.74,1566395.47,247692,1,4,0,2,3,0
0,35.03,54.43,32.7,10.33,17.96,80.67,59.89,100,93.45,1.69,122852.49,56438,5,4,3,2,3,0
0,3.07,16.23,0.62,0.21,0.76,28.17,1.28,14.95,24.87,-1.83,53072.22,136732,3,1,0,5,2,0
0,3.61,15.27,0.92,0.48,2.58,38.81,3.02,4.98,24.09,-1.72,67512.41,255388,3,3,1,3,4,0
1,4.87,26.88,3.11,0.26,1.49,39.94,1.55,100,52.26,-0.68,15825.29,9331,0,1,0,5,1,0
1,20.11,44.69,2.82,3.61,1.58,50.46,6.21,35.32,72.8,0.08,34048.94,8349,1,2,3,2,3,5
0,14.28,39.95,11.23,33.77,31.61,44.97,22.63,48.15,67.88,-0.19,213333.65,20565,1,1,0,2,3,0
1,8.88,35.12,2.2,13.17,49.71,40.92,10.6,100,63.22,0.35,86593.44,11355,3,2,3,3,1,0
1,25.97,40.78,1.65,3.22,2.88,57.57,20.67,100,86,0.3,2019.9,5608,3,5,5,4,2,5
1,4.02,16.76,0.44,1,6.15,51.36,1.84,2.45,31.28,-1.48,48412.84,79046,0,4,0,0,3,0
0,9.92,33.92,4.93,0.71,3.12,36.54,2,16.77,47.9,-1.39,28253.74,99256,3,3,0,5,2,5
1,14.95,57.21,1.66,3.24,64.22,77.56,53.56,100,95.64,1.29,7938.49,7590,0,4,4,0,2,5
0,10.24,24.92,10.22,1.56,2.82,49.3,10.29,41.81,53.71,-0.82,36657.73,63120,4,3,0,5,3,0
1,27.11,45.28,7.32,4.49,8.08,62.39,4.16,100,85.9,0.4,19782.83,2595,4,3,0,2,3,0
1,26.65,47.46,23.22,2.8,46.41,51.38,32.28,100,82.43,0.81,27675.42,10781,5,5,0,4,5,0
1,18.18,43.88,1.91,3.24,28.06,59.57,20.16,67.35,76.56,0.66,32627.7,60333,0,5,4,2,2,5
0,11.03,29.63,2.21,2.8,28.15,45.13,20.03,25.57,58.19,-0.62,39949.83,100602,5,5,3,4,2,0
0,9.8,34.68,0.85,3.95,4.96,45.69,3.31,48.79,52.97,-0.79,183886.02,11903,3,3,0,2,2,0
1,3.84,18.42,0.48,0.47,9.81,36.24,2.04,23.32,18.21,-1.66,112981.48,85636,3,1,0,3,3,5
0,2.39,7.91,0.61,0.22,1.89,24.95,2.35,6.12,25.04,-2,6699.98,214156,3,1,0,4,1,0
1,3.94,13.68,0.7,0.95,1.78,30.26,2.91,4.78,42.43,-1.67,30221.77,267285,4,1,0,5,3,0
0,20.52,39.85,26.69,2.18,39.32,58.79,32.23,49.6,76.31,0.42,21143.19,12851,5,5,0,4,5,0
0,8.38,44.46,9.21,10.15,8.66,52.11,30.84,73.48,77.85,-0.29,211315.19,23275,4,1,0,1,3,5
0,2.67,12.92,1.18,0.44,1.15,32.76,3.49,8.48,29.25,-1.62,250516.04,437128,4,5,0,3,5,0
0,16.83,35.71,9.39,3.04,65.31,52.14,26.57,57.93,69.04,0.73,30645.3,33276,5,4,2,0,2,0
1,27.86,50.44,59.47,8.09,3.48,69.92,67.67,100,91.75,1,15542.93,1087,0,1,0,3,2,0
0,3.88,14.37,0.28,0.14,1.12,31.18,3,1.06,37.16,-1.73,3780.77,138041,4,1,0,3,1,0
0,2.53,13.75,0.53,1.36,3.69,32.93,4.57,1.71,11.7,-1.93,125154.07,1557720,1,1,1,3,3,0
1,31.94,50.65,50.98,4.74,38.55,72.31,64.94,100,85.47,1.64,5144.81,4533,0,4,0,5,3,0
1,8.9,25,0.67,0.8,5.74,38.83,17.95,37.01,48.25,-0.72,43591.83,87618,3,4,0,3,3,0
1,11.38,38.85,3.53,5.94,8.26,39.88,20.14,21.71,66.87,-0.89,38653.61,18872,1,2,1,3,3,0
0,6.22,16.63,2.51,3.52,2.69,38.04,11.05,100,56.31,-0.89,428.83,2433,0,1,0,5,2,5
1,34.03,54.71,1.66,12.13,10.56,58.27,19.34,100,88.53,1.41,4480.73,4095,0,5,5,3,2,5
1,9.3,30.35,8.92,1.03,2.33,43.02,4.87,33.85,36.66,-1.08,42162.95,113200,5,3,0,5,2,5
1,14.4,38.64,9.88,2.52,4.36,43.42,20.25,100,79.34,0.36,21300.01,22487,5,5,2,2,1,0
1,5.07,34.21,4.01,7.05,1.7,38.84,3.08,26.82,41.67,-1.4,1296186.19,23485,2,1,0,2,2,0
0,2.08,9.74,0.15,0.23,0.21,26.75,1.09,0.09,25.9,-1.87,11331.17,297539,4,5,0,3,1,0
1,14.81,34.63,10.11,7.14,1.94,65.5,24.25,71.55,65.42,-0.02,330526.09,25146,3,4,0,0,4,0
1,14.55,47.25,38.53,2.99,9.26,61.76,7.08,32.62,76.64,-0.26,31766.88,33883,5,5,0,3,5,0
0,11.79,37.26,12.24,3.86,7.4,46.28,14.79,100,71.68,-0.17,182176.75,34216,5,5,1,3,1,0
1,17.05,40.14,1.59,7.41,41.83,53.85,37.27,100,75.13,0.44,13888.28,15123,5,4,3,3,2,0
1,46.21,61.55,6.68,3.97,37.51,69.25,52.46,100,86.29,1.55,7041.33,10240,0,5,5,4,2,5
0,18.29,45.25,5.47,5.15,4.69,61.72,12.37,36.52,75.22,-0.05,384872.09,71844,5,5,0,3,3,0
0,21.51,38.83,6.32,4.29,39.92,55.76,36.06,100,78.51,0.52,9518.61,12665,5,3,0,0,3,0
0,3.88,14.37,0.28,0.14,1.12,31.18,3,1.06,37.16,-1.73,3780.77,138041,4,1,0,3,1,0
1,7.67,19.93,1.51,0.74,5.88,39.1,3.6,17.67,56.01,-1.22,21581.15,151522,4,3,2,4,2,0
1,17.39,48.84,6.56,4.62,42.3,47.2,18.02,100,72.58,0.3,126049.75,32500,5,2,0,1,2,0
0,5.65,31.19,2.22,1.67,5.47,35.92,1.64,25.36,22.15,-1.43,1697530.63,11001,1,1,0,2,2,0
1,25.61,36.78,10.87,3.56,28.05,54.9,34.06,68.64,67.41,0.26,39045.11,122844,3,5,5,5,2,0
1,9.3,30.35,8.92,1.03,2.33,43.02,4.87,33.85,36.66,-1.08,42162.95,113200,5,3,0,5,2,5
0,10.93,30.17,6.02,1.97,2.62,50.57,12.14,7.47,56.24,-1.14,10230.55,108091,1,3,1,4,2,5
1,9.75,42.76,42.95,41.12,32.57,54.48,33.95,100,57.94,0.34,153135.05,9666,1,2,1,2,4,0
1,23.69,51.32,4.54,3.29,20.63,66,27.48,100,91.22,0.73,25562.2,29472,0,4,4,0,4,5
1,25.86,51.7,19.82,3.66,31.28,48.66,20.68,100,64.22,0.45,49030.01,11250,1,2,0,4,5,0
1,9.74,33.28,1.24,0.76,3.69,38.18,6.7,48.37,41.75,-1.03,51945.07,21321,3,2,1,1,3,0
1,33.99,63.56,3.19,8.8,5.84,72.23,60.42,100,75.44,1.22,4144.26,7781,5,4,5,4,3,0
0,6.73,21.17,1.45,1.06,6.56,36.28,4.1,7.06,31.65,-1.5,121043.12,1434751,4,1,1,5,2,5
0,14.27,38.77,8,1.5,14.53,66.16,13.91,23.27,84.6,-0.08,7668.45,8199,4,3,0,4,1,0
1,18.93,45.01,24.48,4.09,17.77,52.39,22.79,100,80.15,0.42,12858.31,4694,0,2,0,3,3,5
1,13.92,42.73,1.82,1.48,4.7,60.35,2.18,100,79.17,-0.06,19716.11,4574,5,5,0,3,5,0
1,21.58,42.85,1.17,1.1,0.43,59.25,15.98,39.97,82.44,-0.07,22681.99,16454,1,3,0,3,3,0
1,8.45,23.62,3.07,3,2.14,47.36,12.77,33.27,48.76,-0.98,1589505.49,242443,3,4,0,2,3,0
1,6.31,30.17,2.95,1.47,2.38,40.91,3.41,17.95,45.34,-1.19,38327.15,39388,4,1,0,5,1,0
1,3.75,18.1,1.76,0.76,1.34,40.39,9.01,19.8,37.67,-1.44,59027.64,53904,3,1,0,5,1,0
1,20.99,46.52,6.35,0.97,7,48.43,31.69,31.94,63.19,-0.17,31335.37,27797,1,4,0,3,4,0
0,14.68,39.8,25.12,3.25,29.02,52.2,16.93,100,58.87,0.1,18190.21,14856,0,2,0,3,1,5
0,23.38,58.76,14.76,5.6,35.49,71.39,33.48,82.21,89.72,1.05,100339.59,31009,5,2,3,1,3,0
1,7.72,44.04,1.81,1.06,7.45,20.4,1.67,100,44.03,-0.92,1166271.47,1399,0,1,0,2,2,0
1,5.94,24.59,0.77,0.66,1.32,35.81,4.49,16.97,35.94,-1.44,62376.53,48638,2,2,0,3,5,5
0,12.28,34.9,8.89,7.98,48.19,50.63,11.57,19.3,70.84,-0.55,31640.41,39157,5,3,0,2,2,0
1,4.06,11.85,1.45,0.45,4.96,31.31,2.75,2.19,37.43,-1.72,54462,1539663,2,3,0,4,1,0
1,12.45,47.14,30.63,10.23,15.79,50.79,31.62,100,66.34,-0.04,501531.68,21969,1,3,1,1,5,0
0,8.94,21.39,1.8,0.63,4.72,36.09,10.25,40.54,38.87,-1.24,15291.76,55029,2,3,0,5,2,0
0,13.82,37.16,2.78,17.71,47.13,62.67,50.88,88.01,78.32,0.74,39453.37,51400,3,5,5,3,3,5
0,6.84,25.17,7.55,1.53,4.12,46.09,8.7,20.49,39.98,-1.42,623897.21,855444,3,3,1,3,5,0
1,17.47,43.11,18.44,5.69,1.75,64.27,7.43,37.19,72.99,-0.04,274910.15,40361,5,5,0,2,3,0
0,11.03,29.63,2.21,2.8,28.15,45.13,20.03,25.57,58.19,-0.62,39949.83,100602,5,5,3,4,2,0
1,44.8,67.49,4.06,14.5,60.52,72.09,66.57,100,73.64,1.91,19362.42,10573,0,5,5,3,3,5
0,27.88,47.22,9.76,10.77,12.98,68.35,20.9,71.01,85.42,1.26,951706.37,195649,4,5,3,1,1,0
0,3.88,14.37,0.28,0.14,1.12,31.18,3,1.06,37.16,-1.73,3780.77,138041,4,1,0,3,1,0
0,8.04,18.89,7.66,0.36,18.13,41.16,12.01,12.43,42.69,-0.87,173136.91,789592,2,5,1,3,5,0
1,6.73,21.89,0.88,3.25,36.77,39.31,18.03,25.16,51.1,-0.88,95584.54,142136,5,5,2,3,2,0
0,2.06,9.1,0.42,2.54,0.54,27.43,3.59,0,27.71,-1.92,4794.3,197216,4,5,0,4,4,0
0,29.54,44.82,20.7,11.49,51.97,60.17,43.41,68.46,71.97,0.44,39045.11,122844,3,5,5,5,2,0
0,4.96,24.59,1.31,2.13,4.94,30.63,1.52,18.08,22.85,-1.61,920246.21,21727,2,1,0,2,2,0
1,20.4,41.06,12.04,8.37,26.56,63.02,34.06,100,83.31,0.66,10595.11,8085,2,5,3,3,2,0
1,4.28,23.99,1.42,1.14,12.71,33.37,0.76,100,46.32,-0.81,101817.25,2866,2,1,0,2,3,0
1,11.79,44.78,55.77,7.94,16.21,59.14,10.94,100,71.95,0.08,78641.76,7964,0,1,0,3,1,0
1,5.55,19.82,0.95,2.78,12.93,37.93,10.24,0.91,52.57,-1.51,6382.86,193207,4,3,3,3,3,0
0,6.72,19.66,2.8,0.08,0.11,53.69,7.79,100,74.23,-0.59,540.02,6296,0,4,0,4,2,0
0,2.81,10.61,0.27,1.08,6.6,38.28,4.61,2.46,32.26,-1.52,32526.28,467269,0,1,0,4,1,0
0,3.29,17.11,0.51,0.76,0.61,24.95,1,25.98,27.5,-1.62,63332.96,26844,3,1,0,5,1,0
1,21.59,49.57,75.39,11.79,5.72,73.26,15.74,100,86.49,1.17,43989.88,4449,4,5,0,2,5,0
0,41.11,58.53,63.62,6.67,28.24,76.57,87.55,100,68.23,2.01,14664.01,5704,0,4,4,3,3,5
1,9.28,27.83,9.92,2.16,13.18,55.13,7.92,82.57,72.21,0.01,73452.54,46242,5,2,1,2,3,0
1,14.28,36.64,9.14,7.98,11.89,60.81,19.88,77.67,69.46,0.04,164168.42,29226,4,1,0,1,1,0
0,10.88,34.48,1.22,5.84,9.09,47.42,18.54,26.35,67.68,-0.53,69126.94,41208,5,5,0,4,1,0
1,10.64,39.01,2.26,0.77,2.01,41.97,7.69,45.61,54.02,-1.09,41489.61,64030,5,2,0,3,2,5
1,34.03,54.71,1.66,12.13,10.56,58.27,19.34,100,88.53,1.41,4480.73,4095,0,5,5,3,2,5
1,18.54,37.67,8.32,3.81,20.14,62.01,23.89,82.72,73.46,0.2,17578.42,53294,3,5,4,2,4,0
0,3.93,14.99,0.55,0.41,7.1,33.24,5.04,7.2,37.7,-1.61,24574.52,551926,4,3,0,4,1,0
0,3.66,18.33,0.64,3.15,15.78,31.34,3.36,27.5,16.99,-1.63,272436.11,99510,1,1,1,1,1,0
1,16.1,48.82,40.18,21.85,41.57,51.32,20.88,70.23,72.26,0.24,168413.16,39361,0,2,1,2,3,0
1,3.18,33.54,2.62,4.13,2.42,35.81,0.68,100,45.85,-1.22,173412.58,5705,1,1,0,3,1,0
1,5.4,16.17,8.25,0.64,16.68,42.6,5.24,19.33,58.85,-1.1,5303.1,13813,0,1,0,2,4,0
1,9.72,36.27,20.66,1.46,10,51.72,1.95,0.81,69.04,-0.91,20559.23,8107,3,3,0,3,1,0
1,5.66,38.41,8.13,7.35,5.67,31.22,10.18,100,65.12,-0.84,308321.05,2847,0,1,0,2,1,0
0,3.55,12.41,1.83,0.7,1.91,23.33,2.42,5.34,36.33,-1.82,146706.56,772178,3,3,0,5,3,0
1,5.12,22.13,2.33,1,9.47,52.96,2.43,1.44,35.11,-1.57,48412.84,79046,0,4,0,0,3,0
1,13.7,45.1,4.09,1.22,1.73,42,11.45,47.23,60.59,-0.87,14646.64,18959,5,2,0,3,2,5
0,28.87,51.22,2.93,5.63,60.56,51.32,72.01,100,75.97,1.12,66668.81,49609,3,5,4,4,3,0
1,14.44,30.01,16.77,2.71,2.12,41.49,11.36,100,73.77,-0.3,22109.11,17412,0,4,0,4,3,0
0,12.14,36.72,4.62,3.98,2.57,38.14,8.95,100,71.6,-0.39,7129.41,1498,3,1,0,2,5,0
0,3.2,16.91,1.5,1.22,1.14,37.13,3.11,1.36,23.39,-1.99,47324.62,152665,0,3,0,3,1,0
1,10.82,31.63,2.04,2.96,22.67,42.82,19.27,57.36,64.98,-0.09,51971.12,62469,5,5,2,3,2,0
1,17.21,40.36,7.08,3.48,8.84,51.74,7.26,100,74.56,0.36,62911.09,16558,5,2,0,1,1,0
0,16.84,44.71,9.18,14.53,30.96,50.97,34.68,100,75.6,0.09,19653.65,11144,0,5,3,2,3,5
0,6.44,29,1.05,1,1.85,46.81,2.73,23.77,45.58,-1.14,29060.74,21279,0,1,0,1,1,5
0,16.83,42.7,1.67,1.45,13.2,56.13,36.65,43.55,69.56,-0.04,48507.64,45049,3,4,0,4,3,0
1,23.27,46.89,18.89,3.1,16.67,43.67,14.35,100,70.8,0.2,8827.76,2443,0,2,0,4,2,0
1,33.88,54.73,3.08,6.72,0.23,50.4,7.63,100,88.49,0.5,11438.82,896,0,1,0,3,4,5
1,10.94,33.85,6.49,2.28,19.82,45.94,17.28,38.17,58.9,-0.55,12213.93,22745,1,5,3,4,2,5
0,7.17,36.71,6.34,3.39,5.53,34.19,7.76,100,60.48,-0.61,24391.94,5444,0,2,1,1,5,5
0,11.63,30.33,4.66,2.03,35.74,51.21,14.51,37.63,68.01,0,40024.58,50797,5,3,2,0,2,0
1,18.06,45.89,10.76,7.26,39.72,66.52,27.66,68.24,82.6,0.6,42065.19,29586,5,3,4,0,2,5
1,10.41,33.27,4.3,2.62,9.45,44.55,15.74,48.53,53.21,-0.32,113624.74,116918,3,3,0,3,4,0
1,22.33,47.51,17.26,6.38,0,64.17,61.91,100,88.19,0.89,15542.93,1087,0,1,0,3,2,0
1,14.7,43.87,17.57,1.77,2.42,49.88,14.09,62.13,63.19,-0.25,43689.14,55958,5,2,0,5,2,5
0,23.16,45.84,3.82,4.76,7.18,46.58,40.39,60.42,67.29,0.09,95373.55,156825,5,3,3,5,1,0
1,29.54,44.82,20.7,11.49,51.97,60.17,43.41,68.46,71.97,0.44,39045.11,122844,3,5,5,5,2,0
1,17.41,39.89,17,1.73,2.37,57.61,2.84,37.94,72.33,-0.26,45470.86,25914,5,5,0,3,5,0
1,23.47,50.57,38.39,13.52,0.9,76.43,16.82,100,83.5,0.96,49840.49,6615,4,5,0,2,4,0
0,2.45,10.88,0.26,0.86,0.18,30.72,1.35,0.1,32.75,-1.86,11331.17,297539,4,5,0,3,1,0
0,38.24,62.33,9.49,4.45,5.37,76.52,20.06,100,84.17,1.7,6120.18,11878,0,4,3,2,2,0
0,11.54,34.23,13.3,2.09,5.7,39.48,4.14,66.57,57.41,-0.32,154870.05,148988,5,2,1,5,2,5
1,6.29,43.56,3.51,2.41,14.5,31.03,2.84,100,63.23,-0.87,132818.03,4900,3,1,0,2,3,0
