"Dependiente","ANAL","SPRI","OVSDS","OVSEE","OVSAE","VHAC","OVPT","PL.5000","PO2SM","IM","area_mun..ha.","Sum_POBTOT","R_Inun","R_Hur","R_Des","R_Seq","R_IF","R_Den"
1,3.13,9.93,0.56,1.04,2.67,25.66,2.53,2.84,42.02,-1.79,15296.84,267756,2,1,0,5,2,0
0,11.84,39.56,29.56,8.34,16.96,65.54,15.6,83.26,80.02,-0.03,73452.54,46242,5,2,1,2,3,0
1,21.58,42.85,1.17,1.1,0.43,59.25,15.98,39.97,82.44,-0.07,22681.99,16454,1,3,0,3,3,0
1,12.38,42.1,17.22,0.86,3.33,69.3,16.29,24.42,85.76,-0.35,3058.64,25518,5,4,0,4,2,0
1,11.92,35.92,12.19,13.99,5.77,53.22,35.45,100,89.66,0.37,20658.65,786,0,1,0,4,4,5
0,6.98,19.79,4.85,1.23,20.96,44.82,8.96,51.71,44.84,-0.68,5700.86,16480,1,3,0,5,2,5
0,21.03,48.26,11.74,3,57.72,57.5,26.33,77.76,85.05,0.68,56524.66,26937,5,3,0,0,1,0
0,15.87,34.14,2.68,2.96,9.64,47.16,26.79,55.37,56.41,-0.42,6912.33,33902,0,4,4,2,1,0
0,25.48,43.29,38.61,3.51,8.9,58.08,27.23,47.76,76.49,0.41,29758.92,13595,5,5,0,3,3,0
1,20.87,51.14,35.37,2.87,2.97,56.66,2.83,13.72,81.93,0.08,64828.64,8543,3,3,0,2,3,0
0,23.45,41.44,15.34,3.88,36.88,56.41,31.29,45.93,76.35,0.37,64119.57,18322,5,5,0,4,5,0
0,7.41,25.39,13.7,3.55,9.49,43.7,5.26,36.72,38.95,-1.32,100504.27,171216,1,1,1,5,1,0
1,19.34,45.95,3.45,10.99,46.23,47.4,44.7,64.91,69.06,0.44,114121.61,33289,4,5,3,4,2,0
1,14.63,39.34,1.47,13.38,16.63,51.98,46.66,58.52,78.36,0.25,51357.83,14521,5,5,0,4,2,0
1,16.92,41.73,2.2,2.48,2.66,58.76,21.95,26.12,63.75,-0.3,17798.36,35012,0,4,3,2,1,0
1,5.14,26.03,10.73,1.22,7.26,34.54,4.58,64.53,56.32,-0.68,356309.94,60704,1,1,1,3,3,0
1,10.23,45.83,0,0,0,47.83,51.7,100,95.04,0.24,2561.41,496,0,3,0,4,1,5
0,6.51,20.35,8.29,2.3,10.67,38.26,4.62,29.71,35.74,-1.27,100504.27,171216,1,1,1,5,1,0
1,14.39,37.43,7.06,2.38,23.21,49.73,7.58,40,75.47,-0.29,81176.07,39000,5,5,0,4,1,0
0,11.03,29.63,2.21,2.8,28.15,45.13,20.03,25.57,58.19,-0.62,39949.83,100602,5,5,3,4,2,0
1,28.78,50.66,10.74,7.65,32.92,58.17,21.51,100,74.9,0.71,17525.21,17183,0,5,4,3,3,0
0,7.6,40.83,9.88,3.64,5.04,24.77,1.7,100,44.51,-0.83,293613.25,4850,1,1,0,2,3,0
0,18.32,41.46,1.19,7.81,49.46,51.01,30.63,100,85.18,0.54,42522.39,16026,2,5,4,3,3,0
1,18.05,44.03,17.82,11.51,16.05,46.61,27.25,100,75.96,0.37,79036.05,21487,2,5,3,3,1,0
0,12.02,31.25,7.79,3.95,2.67,56.42,7.32,45.6,66.38,-0.14,476683.16,53415,3,2,0,1,4,0
1,1.62,9.8,0.06,0.1,0.23,25.61,0.46,0,20.46,-2.29,5960.31,443273,4,1,0,3,3,5
1,5.85,18.71,3.59,1.93,2.91,57.57,5.89,10.66,30.48,-1.28,382434.6,158787,1,4,0,0,4,0
1,13.55,38.88,12.65,2.32,9.44,66.46,22.24,35.15,72.34,-0.43,17962.74,71449,4,4,3,4,2,0
0,11.58,40.36,7.61,1.7,6.11,42.77,11.97,77.37,58.19,-0.48,38595.17,32372,5,5,0,3,1,0
1,18.78,40,33.74,2.51,7.65,61.22,4.05,10.19,77.25,-0.08,17657.66,9257,5,5,0,3,5,0
0,21.13,54.61,13.05,20.43,10.53,70.45,25.97,100,84.27,0.46,4366.2,9365,2,4,1,2,1,0
0,16.81,40.62,31.93,4.91,8.26,54.52,13.95,70.97,50.77,-0.47,54326.09,72021,1,1,0,4,2,0
0,7.22,34.09,2.5,3.68,7.22,35.32,8.17,52.34,35.99,-1.05,873212.81,29056,1,1,0,1,3,0
1,14.97,31.7,2.34,1.55,18.13,54.4,20.33,35.24,65.59,-0.39,24907.84,97723,3,4,4,3,1,0
0,10.03,30.07,1.53,5.36,10.28,41.09,12.82,59.13,51.67,-0.74,86134.68,22235,3,2,2,4,3,0
0,7.42,30.23,7.24,1.67,5.42,46.92,6.4,49.13,57.06,-0.8,42465.88,48117,4,2,0,5,1,0
0,43.13,67.9,2.95,7.19,7,77.74,66.31,100,74.27,1.51,13722.94,23626,0,4,4,2,1,0
1,41.42,59,62.83,5.97,36.16,73.29,21.92,100,78.52,2.47,30669.96,18814,0,5,4,5,4,5
0,2.89,14.24,0.51,0.64,2.49,31.5,2.78,12.94,14.19,-1.9,1581254.05,930135,4,1,0,1,3,0
1,19.43,41.33,17.01,4.88,62.04,63.67,30.54,57.73,73.97,0.58,30645.3,33276,5,4,2,0,2,0
1,18.86,34.2,6.27,3.21,32,53.73,26.36,100,65.77,0.13,2754.69,5032,5,4,0,0,3,0
0,13.21,32.43,6.49,3.21,27.44,37.75,8.34,40.81,51.38,-0.69,82355.91,51261,4,5,0,3,1,0
0,12.71,30.6,14.27,3.15,16.32,53.79,33.18,65.09,66.93,0.39,145028.48,60902,2,5,1,4,3,0
0,11.07,32.67,3.17,2.35,45.72,40.37,17.77,77.15,65.76,-0.27,28964.09,28987,5,5,3,4,3,0
1,37.24,60.76,82.87,10.39,5.15,77.16,22.78,100,86.08,1.7,23957.27,4403,5,5,0,3,5,0
1,10.09,28.43,6.35,1.4,2.04,42.4,13.68,30.57,49.6,-0.94,33253.5,88088,2,3,0,5,1,5
0,24.43,52.75,31.96,10.16,49.4,49.96,26.88,100,75.44,1.62,213881.95,17809,3,3,2,3,5,0
0,19.7,42.41,6.26,7.58,31.17,56.22,22.56,52.62,79.3,0.26,59308.51,29699,4,2,4,2,3,0
0,4.6,15,0.9,0.44,4.82,38.52,3.97,27.36,36.94,-1.49,171488.39,640253,4,1,0,2,2,0
0,7.27,23.74,0.91,1.16,2.45,37.67,7.18,26.93,47.92,-1.22,161999.96,115165,3,2,2,4,3,0
1,3.94,13.68,0.7,0.95,1.78,30.26,2.91,4.78,42.43,-1.67,30221.77,267285,4,1,0,5,3,0
0,19.23,43.25,1.2,1.89,1.27,54.87,11.24,100,87.82,0.1,5202.65,6288,0,4,0,4,1,0
1,43.7,68.53,21.09,42.56,56.16,80.23,84.88,100,93.82,2.06,23976.15,13734,0,5,4,4,3,0
1,9.49,34.01,1.09,2.79,4.81,45.54,6.85,46.38,55.9,-0.48,320791.31,42410,4,2,0,3,3,0
1,17.23,38.55,1.7,3.16,60.89,50.09,46.47,100,75.3,0.51,27012.63,18517,1,5,4,3,3,0
1,16.42,42.58,22.5,2.25,5.72,70.52,24.06,21.09,78.59,-0.24,13988.39,51909,0,4,0,4,2,0
1,8.16,28.32,7.27,5.47,19.21,54.31,12.06,23.37,47.63,-1.05,858833.96,217712,3,1,0,1,1,0
1,10.33,37.07,32.87,4.52,5.51,54.05,9.2,100,64.48,-0.07,78641.76,7964,0,1,0,3,1,0
1,6.78,33.94,14.71,1.53,6.54,43.58,2.63,69.06,52.62,-0.42,57981.59,16245,1,1,0,4,1,0
1,8.01,23.4,4.25,4.88,33.55,41.14,11.17,27.76,49.91,-0.85,211632.21,157268,5,2,1,2,2,0
1,18.04,37.8,2.63,3.47,7.55,38.94,27.6,100,70.35,0.34,15473.08,5837,2,5,0,3,2,0
0,2.89,14.24,0.51,0.64,2.49,31.5,2.78,12.94,14.19,-1.9,1581254.05,930135,4,1,0,1,3,0
1,8.65,40.27,8.11,1.13,1.21,62.15,2.36,100,76.74,-0.47,4678.73,3029,3,3,0,1,5,0
1,12.07,55.55,32.63,7.24,0.9,65.47,6.11,0.66,82.71,-0.27,59758.71,6810,0,2,0,2,4,0
1,25.21,51.95,26.6,4.03,0.48,74.69,10.48,100,86.44,0.73,11379.19,2813,5,5,0,3,4,0
1,4.6,15,0.9,0.44,4.82,38.52,3.97,27.36,36.94,-1.49,171488.39,640253,4,1,0,2,2,0
0,6.84,32.09,25.97,3.78,1.09,44.2,7.69,30.52,65.36,-0.96,44458.55,8217,1,1,0,4,1,0
1,8.34,43.93,15.54,4.17,16.53,38.29,16.94,100,68.22,-0.51,67305.48,5371,1,1,0,1,3,5
1,8.12,33.53,11.31,0.42,2.18,50.53,0.75,100,69.24,-0.45,7026.76,5364,4,5,0,3,5,0
1,27.88,47.22,9.76,10.77,12.98,68.35,20.9,71.01,85.42,1.26,951706.37,195649,4,5,3,1,1,0
0,9.29,31.11,1.26,7.2,19.07,47.69,15.9,48.79,56.54,-0.55,313569.89,95442,4,3,0,4,1,0
1,11.64,47.15,19.08,3.35,10.7,40.51,14.52,100,77.18,0.47,12347.86,6157,5,5,0,3,2,0
0,9.44,21.42,9.8,0.53,18.1,44.92,15.23,12.35,59.81,-0.86,173136.91,789592,2,5,1,3,5,0
1,20.19,39.32,6.01,2.32,10.88,66.75,18.09,20.95,80.07,-0.01,28488.9,20749,1,3,2,2,5,0
0,6.51,20.35,8.29,2.3,10.67,38.26,4.62,29.71,35.74,-1.27,100504.27,171216,1,1,1,5,1,0
1,14.19,45.31,1.88,0.49,0.35,33.81,7.09,100,47.51,-0.29,12298.66,13556,5,3,2,3,2,5
0,7.71,19.16,9.13,0.63,0.18,61.54,10.44,21.29,71.87,-0.74,2600.69,35076,0,3,0,4,3,0
1,21.9,58.63,42.93,3.75,29,67.09,6.82,9.87,90.48,0.23,33447.34,6796,5,5,0,3,3,0
1,7.08,17.61,7.34,1.35,1.36,36.06,3.4,34.37,41.89,-1.34,76486.46,241118,1,1,1,5,2,0
0,4.59,13.39,0.35,1.23,10.09,33.16,8.58,2.64,39.85,-1.56,8937.87,263307,2,3,1,4,2,5
0,9.56,29.65,5.49,2.54,2.06,51.47,16.76,33.66,65.27,-0.95,6416.84,34674,2,5,4,1,1,0
1,5.15,23.32,5.34,2.87,3.22,46.34,12.54,35.11,45.74,-1.34,395868.96,415460,4,3,0,3,2,0
0,8.5,23.63,2.07,1.06,4.42,43.84,10.99,10.69,54.79,-1.36,9676.56,175137,5,3,0,5,2,0
1,13.78,35.63,5.87,4,31.98,59.4,16.25,36.59,68.81,-0.15,40024.58,50797,5,3,2,0,2,0
1,12.4,32.68,8.12,5.77,2.21,50.62,9.39,100,70.49,-0.25,14522.13,11391,4,3,3,4,3,0
0,13.46,37.25,34.48,8.95,37.64,46.29,16.48,68.43,65.18,-0.27,86479.18,38369,0,5,2,3,4,0
1,14.48,38,26.37,4.79,7.09,51.6,19,59.27,54.32,-0.22,164057.08,147083,4,3,3,4,2,0
0,4.07,19.23,3.76,0.4,3.71,27.63,1.12,14.3,24.79,-1.74,34290.23,10247,0,1,0,2,4,0
1,24.96,49.72,6.94,2.34,6.91,69.9,15.15,59.82,82.82,0.37,36072.11,42775,4,3,1,5,2,0
1,15.09,37.72,2.22,3.63,10.06,55.53,24.91,38.97,65.88,-0.27,16684.52,57896,5,5,2,4,2,0
1,13.17,30.08,2.31,2.6,7.14,43.73,13.46,58,61.96,-0.27,6912.33,33902,0,4,4,2,1,0
0,3.93,14.99,0.55,0.41,7.1,33.24,5.04,7.2,37.7,-1.61,24574.52,551926,4,3,0,4,1,0
0,20.53,56.9,17.58,5.04,3.71,61.97,39.88,100,78.29,0.7,27628.25,14570,4,3,3,3,1,5
1,42.12,59.44,7.73,6.4,27.75,55.83,26.58,100,84.74,1.07,79829.36,27965,5,3,3,1,1,0
0,17.59,42.19,12.75,4.43,22.27,54.05,26.25,33.17,69.81,-0.38,98250.05,140250,2,3,1,2,4,0
0,20.76,56.35,15.07,12.7,16.24,67.79,41.28,56.91,84.06,0.36,210084.9,78937,3,3,2,1,1,0
1,14.04,50.65,18.32,0.99,10.04,44.14,9.97,61.78,66.82,-0.54,71368.64,67810,1,2,0,5,5,5
1,30.73,57.04,11.06,8.66,59.08,50,20.34,100,85.44,1,23068.85,10340,0,3,3,3,3,5
0,27.53,55.87,48.42,16.91,63.99,60.03,51.56,85.6,60.73,0.85,335084.02,40695,2,1,1,2,4,5
0,4.62,27.11,1.61,2.66,8.52,23.47,2.21,13.14,27.79,-1.6,679293.04,25912,1,1,0,2,2,0
0,2.31,14.19,1.47,0.83,7.63,28.6,3.33,8.97,17.1,-1.72,73193.92,39937,1,1,2,1,1,5
0,23.16,45.84,3.82,4.76,7.18,46.58,40.39,60.42,67.29,0.09,95373.55,156825,5,3,3,5,1,0
1,11.23,31.03,4.39,1.08,8.43,61.98,11.02,34.49,68.76,-0.47,17962.74,71449,4,4,3,4,2,0
0,16.13,39.24,2.79,38.68,66.38,55.88,67.99,71.26,71.2,1.18,128996.69,100532,5,5,3,4,2,0
1,44.09,70.84,22.42,24.08,11.15,79.92,59.99,100,75.31,1.31,20481.16,3590,0,3,3,4,4,5
1,33.99,63.56,3.19,8.8,5.84,72.23,60.42,100,75.44,1.22,4144.26,7781,5,4,5,4,3,0
1,5.95,20.63,1.68,0.97,27.83,30.93,4.86,40.04,25.13,-1.15,39542.69,58684,5,2,0,3,1,0
1,21.43,51.21,39.05,10.89,21.91,60.24,22.84,63.69,64.84,0.13,60798.95,24291,1,3,1,3,3,0
1,16.19,31.51,22.89,1.79,46.68,51.21,29.47,73.14,59.69,0.64,181323.09,73165,3,5,1,4,4,0
1,14.26,49.25,15.97,6.36,0.94,62.97,39.01,100,70.71,0,111550.55,8147,0,1,0,3,3,0
0,43.13,67.9,2.95,7.19,7,77.74,66.31,100,74.27,1.51,13722.94,23626,0,4,4,2,1,0
0,16.06,44.36,12.86,4.57,39.06,67.73,28.91,100,87.89,0.71,17601.61,27808,5,3,2,0,2,0
0,25.48,43.29,38.61,3.51,8.9,58.08,27.23,47.76,76.49,0.41,29758.92,13595,5,5,0,3,3,0
0,34.39,60.98,10.67,11.11,43.19,73.38,77.24,100,77.07,1.68,9965.55,14621,0,5,5,2,1,5
1,16.63,46.43,7.14,9.27,7.18,65.82,33.32,67.77,85.74,0.45,34693.58,20759,2,5,3,1,3,0
0,17.68,39.03,3.48,4.27,17.94,61.27,17.21,63.47,80.78,0.1,17599.69,43565,3,4,3,0,1,5
1,11.2,54.26,19.63,1.36,4.18,26.9,9.02,100,65.2,-0.29,27843.09,2600,2,1,0,2,3,0
0,3.88,14.37,0.28,0.14,1.12,31.18,3,1.06,37.16,-1.73,3780.77,138041,4,1,0,3,1,0
0,3.19,13.61,0.77,0.54,1.54,28.86,1.7,8.21,28.37,-1.83,116639.89,794870,4,1,0,5,2,0
0,9.08,39.22,6.67,1.43,2.38,48.57,6.13,49.09,69.9,-0.85,17502.8,12022,3,2,0,4,2,0
1,14.91,39.1,6.06,16.15,42.35,65.02,81.89,100,79.03,1.07,37103.9,19046,5,5,5,4,2,0
0,12.45,43.24,11.74,5.15,14.28,38.09,1.6,23.74,55.17,-0.99,77945.01,30503,1,2,0,2,1,5
0,2.57,12.35,0.03,0.14,0.13,23.99,1.33,0,27.51,-1.98,14990.44,1495182,4,3,0,3,5,5
1,12.37,36.96,3.49,4.02,35.65,49.53,27.83,59.12,67.54,-0.1,51971.12,62469,5,5,2,3,2,0
0,4.99,14.39,0.13,0.41,28.86,34.84,8.27,6.95,43.52,-1.37,1016.04,47356,0,1,0,5,1,0
0,9.39,20.66,6.2,1.69,18.92,47.06,22.15,15.68,46.18,-0.91,218150.81,241315,1,3,3,3,4,5
1,5.9,43.17,12,2.29,2.79,28.21,8.76,100,63,-0.89,87989.81,1566,1,1,0,1,3,0
1,32.76,48.63,1.94,13.24,32.28,75.26,50.85,100,78.17,1.22,2281.78,3889,0,4,5,4,3,0
1,12.64,34.04,1.19,4.37,8.66,43.03,24.83,56.26,55.98,-0.53,38727.48,18764,5,5,0,4,2,0
1,16.46,33.93,9.76,8.14,3.8,52.2,27.13,23.51,63.03,-0.31,73236.07,11853,2,2,0,4,4,0
0,11.07,32.67,3.17,2.35,45.72,40.37,17.77,77.15,65.76,-0.27,28964.09,28987,5,5,3,4,3,0
1,2.98,22.89,2.13,2.43,0.42,34.3,0.69,7.38,42.74,-1.75,261308.67,59077,1,1,0,2,1,0
0,4.06,22.06,2.22,4.92,15.85,37.73,3.79,32.65,26.72,-1.63,272436.11,99510,1,1,1,1,1,0
1,10.48,45.85,36.31,18.24,25.37,40.92,16.75,70.13,67.27,-0.21,564739.72,32628,1,1,0,1,1,0
0,20.22,42.9,2.58,5.8,8.63,46.08,28.29,44.03,68.89,-0.12,65708.1,47605,5,5,2,4,1,0
0,13.33,41.24,4.09,0.67,0.51,42.23,11.84,100,64.04,-0.38,7631.83,9508,4,2,0,5,2,5
1,15.48,34.68,3.06,2.46,24.86,60.53,18.81,35.37,75.92,-0.13,31016.22,75442,5,5,5,4,3,5
0,19.08,48.44,8.28,4.31,15.6,60.53,16.82,100,82.85,0.41,2758.32,3598,0,5,5,2,2,0
1,24.22,43.8,15.5,5.88,33.14,64.03,50.16,78.19,79.67,0.8,74161.07,36528,5,4,4,3,1,0
0,14.76,35.71,2.62,3.64,49.07,48.27,8.25,13.16,63.19,-0.39,7790.68,14479,5,4,0,2,2,0
0,4.38,17.33,0.33,0.4,5.8,38.43,6.35,1.06,31.8,-1.59,11066.61,608066,3,1,0,4,2,5
1,5.33,18.24,0.55,0.7,8.68,36.42,5.14,18.55,36.79,-1.25,15892.48,196441,5,5,2,2,1,5
0,9.16,23.12,3.3,1.06,5.37,42.66,9.53,10.08,34.19,-1.28,114795.8,178198,4,3,1,3,5,0
0,9.44,21.42,9.8,0.53,18.1,44.92,15.23,12.35,59.81,-0.86,173136.91,789592,2,5,1,3,5,0
1,7.3,40.49,36.6,1.48,0.57,53.86,1.47,100,80.65,-0.04,8710.64,1861,4,3,0,2,4,0
0,10.29,31.41,18.45,1.29,0.12,42.6,5.57,22.6,55.23,-1.16,4460.33,11092,5,3,0,5,2,0
1,10.31,39,10.71,1.93,16.79,45.77,1.78,23.31,53.25,-1.03,83977.1,64359,2,2,0,3,3,5
1,11.14,42.03,9.88,1.59,8.97,35.24,5.5,100,63.95,-0.43,36860.58,4179,0,1,0,1,5,0
1,14.98,34.2,10.7,1.81,25.09,46.72,11.53,52.13,57.6,-0.42,60718.95,33728,3,3,1,5,5,5
0,3.5,17,1.08,0.32,3.34,43.36,2.85,0.46,28.98,-1.86,90698.28,268804,0,1,2,3,1,0
1,6.49,38.11,7.62,1.71,3.76,32.14,3.08,31.41,60.25,-1.23,152690.74,57242,1,2,0,3,1,0
1,11.51,32.35,4.69,4.97,16,49.16,8.82,67.12,68.55,-0.02,357357.18,55466,3,1,0,1,1,0
1,20.34,40.26,4.59,19.65,45.36,53.45,67.87,100,75.49,0.97,26011.95,13761,5,5,4,4,2,0
0,5.5,24.28,1.69,0.82,15.99,49.6,9.53,1.61,42.97,-1.42,16486.53,478532,1,1,0,4,2,5
1,20.55,44.34,12.55,4.35,13.91,51.92,32.71,67.85,72.28,0.21,75219.02,44573,5,3,3,2,1,0
1,14.15,57.28,34.61,10.52,66.41,58.2,17.19,100,79.32,0.52,186204.88,2583,0,1,0,2,3,0
1,2.73,17.47,2.42,1.47,2.57,32.6,2.21,7.88,40.36,-1.84,79868.07,41429,3,1,0,2,1,0
1,22.03,60.41,3.49,3.85,7.41,64.16,32.26,100,90.45,0.75,6616.69,4103,0,4,5,2,2,5
0,5,14.66,0.81,0.4,8.33,48.33,6.04,17.94,44.48,-1.31,29672.89,130170,0,3,1,5,1,0
0,26.49,45.67,3.09,23.38,63.14,78.84,82.95,84.39,91.2,1.79,41759.16,43279,0,4,2,2,4,5
1,39.43,64.29,5.38,3.3,1.15,68.21,5.59,1.83,84.02,0.46,8648.88,7754,5,4,0,5,2,0
1,12.95,46.26,18.41,8.73,18.27,39.97,24.19,100,56.42,0.01,183569.26,11160,2,3,1,2,3,0
0,3.86,13.65,2.8,0.7,0.28,46.07,3.79,26.1,57.13,-1.26,7679.92,66118,0,3,0,4,1,0
1,36.03,54.54,3.45,16.45,57.92,67.55,44.19,100,83.5,1.48,34420.98,29057,0,5,5,3,3,5
1,14.79,35.94,1.62,6.86,57.01,52.36,40.48,62.63,64.48,0.2,144476.51,157712,5,5,3,4,3,0
0,4.56,14.64,1.67,0.55,17.23,40.91,3.32,5.26,44.91,-1.4,3797.52,79134,3,1,0,4,2,0
1,36.35,66.33,67.74,9.51,0.55,76.49,5.97,100,86.95,1.47,9286.03,3263,0,5,0,3,4,0
1,17.9,44.05,13.32,25.15,18.24,61.6,26.03,74.91,74.55,0.62,565799.98,38930,3,1,0,1,4,0
1,3.95,23.07,2.93,0.95,7.83,41.37,3.09,26.1,22.83,-1.73,112981.48,85636,3,1,0,3,3,5
0,8.15,34.46,1.36,0.84,2.28,43.6,3.03,50.61,55.87,-0.88,92335.78,53732,0,1,1,4,2,0
1,7.9,44.6,23.12,4.63,9.95,40.23,5.21,65.6,67.03,-0.68,215650.56,29163,1,1,1,3,1,0
1,11.04,31.7,0.9,4.28,42.7,44.95,26.04,44.56,67.41,-0.28,17801.93,24183,5,5,0,4,3,0
0,24.7,39.18,52,10.86,19.98,70.22,16.96,75.48,78.13,1.5,105389.49,62580,3,5,2,3,4,0
0,5.89,31.5,3.78,8.12,10.84,40.85,7.8,13.76,50.54,-1.27,450980.11,17664,2,1,0,2,2,0
1,4.66,24.61,4.78,1.02,0.86,28.6,0.74,100,38.86,-1.2,104763.94,3911,1,1,0,2,1,0
1,34.82,57.53,42.24,24.92,20.36,70.06,72.35,40.94,90.94,1.14,12446.51,9477,3,4,0,5,3,0
0,10.88,34.48,1.22,5.84,9.09,47.42,18.54,26.35,67.68,-0.53,69126.94,41208,5,5,0,4,1,0
0,9.74,24.71,3.33,0.98,3.55,44.87,9.55,8.77,38.45,-1.2,10230.55,108091,1,3,1,4,2,5
1,17.31,44.66,37.85,9.15,4.81,67.71,30.14,71.67,73.42,0.11,330526.09,25146,3,4,0,0,4,0
0,19.7,42.41,6.26,7.58,31.17,56.22,22.56,52.62,79.3,0.26,59308.51,29699,4,2,4,2,3,0
0,5.87,24.6,5.1,7.58,13.48,45.18,5.88,21.89,53.18,-0.93,1058864.95,12787,1,1,0,2,1,0
1,5.32,18.58,0.85,0.61,2.33,37.63,5.37,13.18,35.4,-1.51,135022.26,160891,1,3,1,3,5,0
1,20.52,57.29,3.06,3.27,3.05,47.93,32.48,100,76.78,0.33,7231.13,4936,0,3,2,3,1,0
1,44.8,67.49,4.06,14.5,60.52,72.09,66.57,100,73.64,1.91,19362.42,10573,0,5,5,3,3,5
0,23.69,47.2,6.53,5.87,17.07,41.56,40.11,84.02,68.66,0.26,70827.81,41455,5,5,0,4,2,0
1,10.67,33.53,8.68,3.02,4.53,52.7,18.49,100,85.44,-0.06,5166.81,391,0,1,0,2,3,0
0,14.95,37.75,7.24,0.97,3.85,40.81,9.17,44.99,49.24,-0.73,58839.64,96954,5,2,0,5,1,5
0,19.39,46.8,5.96,8.62,8.46,67.66,25.73,65.96,78.95,-0.03,17599.69,43565,3,4,3,0,1,5
0,15.87,34.14,2.68,2.96,9.64,47.16,26.79,55.37,56.41,-0.42,6912.33,33902,0,4,4,2,1,0
0,4.94,32.33,2.42,1.04,0.46,22.51,3.12,100,39.55,-1.16,147576.87,1733,0,1,0,1,1,0
0,20.22,42.9,2.58,5.8,8.63,46.08,28.29,44.03,68.89,-0.12,65708.1,47605,5,5,2,4,1,0
0,6.01,14.92,6.53,1.04,3.58,38.89,10.53,71.59,47.82,-1.1,6061.16,25095,1,1,0,3,2,0
1,21.2,51.88,7.48,17.47,15.41,55.65,39.21,100,91.44,0.88,43417.65,4569,2,1,4,2,3,5
0,3.76,15.6,1.68,0.57,2.02,35.15,4.28,14.73,19.61,-1.57,623897.21,855444,3,3,1,3,5,0
0,16.44,43.18,9.35,8.98,32.45,66.58,46.82,66.42,70.24,0.54,16764.73,20940,3,4,4,2,1,0
1,17.31,38.78,34.69,6.83,3.27,42.16,13.44,100,76.49,0.11,43008.49,18824,3,3,0,4,3,0
1,5.6,26.88,1.61,1.41,5.71,30.31,0.55,8.73,25.46,-1.4,99848.09,7564,2,1,0,2,1,0
0,4.56,14.08,0.67,0.53,0.47,36.69,2.98,0.05,47.94,-1.56,1517.85,40627,0,1,0,1,1,5
1,4.06,28.07,9.83,2.3,26.09,36.75,5.88,62.25,65.35,-0.72,183247.45,25870,4,1,0,5,1,0
1,4.82,20.35,2.11,4.31,10.48,52.83,4.26,16.28,39.37,-1.17,94434.99,15838,3,2,0,0,4,0
1,25.41,51.25,20,3.41,1.97,34.46,12.59,100,76.19,-0.24,12486.57,1199,5,1,0,2,4,0
1,9.31,28.89,4.01,2.13,10.16,46.28,5.12,100,60.26,-0.57,59179.84,36377,3,1,0,2,2,0
0,3.19,16.75,2.82,0.69,1.53,29.55,1.31,8.03,41.13,-1.88,43680.67,137953,2,1,1,5,1,0
0,15.87,34.14,2.68,2.96,9.64,47.16,26.79,55.37,56.41,-0.42,6912.33,33902,0,4,4,2,1,0
1,11.59,26.17,9.61,1.68,7.96,40.46,8.14,55.78,62.21,-0.73,48262.51,86348,0,5,2,4,3,0
0,35.41,58.08,23.18,8.56,48.22,63.62,54.27,83.66,88.74,0.96,32091.71,39056,3,5,4,5,2,0
1,11.1,31.93,21.12,1.57,3.99,56.42,2.4,100,73.2,-0.21,4386.84,4080,4,5,0,3,5,0
0,9.44,21.42,9.8,0.53,18.1,44.92,15.23,12.35,59.81,-0.86,173136.91,789592,2,5,1,3,5,0
1,6.82,48.44,4.76,7.99,12.11,17.77,4.12,100,46.61,-0.71,501538.1,1350,1,1,0,2,1,0
1,6.17,35.87,2.97,1.21,4.99,17.8,0.71,100,55.89,-0.74,49199.54,1987,2,1,0,2,2,0
0,9.54,26.03,5.94,1.44,6.24,47.48,14.84,15.03,56.97,-1.17,19116.44,97667,5,3,2,5,2,5
0,12.4,35.37,15.09,2.24,14.44,48.65,26.66,41.24,64.56,-0.65,54213.5,31455,2,2,1,4,1,0
1,16.6,38.36,9.21,2.23,3.55,67.73,11.7,100,70.03,0.06,11555.38,4994,0,5,4,1,5,0
1,38.77,63.61,34.62,24.03,27.21,80.11,64.02,100,86.5,1.47,22740.12,15925,0,4,3,5,3,0
0,7.11,21.24,2.71,3.28,31.19,36.93,8.54,29.01,42.71,-0.79,211632.21,157268,5,2,1,2,2,0
0,34.71,61.28,17.17,9.36,14.15,61.64,31.78,47.21,78.27,0.85,31091.1,15818,5,4,0,2,1,0
0,10.03,36.31,9.73,5.74,25.49,57.42,16.27,57.77,66.9,-0.51,204444.08,248397,5,2,0,2,3,0
1,12.19,35.81,3.46,1.83,13.52,54.38,55.52,100,78.79,0.24,56228.91,7655,0,1,5,2,1,5
1,17,43.73,53.7,3.47,1.68,65.56,5.83,100,82.21,0.51,16803.45,3026,5,5,0,2,5,0
1,8.73,30.59,1,0.95,1.17,36.02,1.23,100,49.26,-0.65,210281.65,1762,1,1,0,2,2,0
1,8.88,48.48,20.22,3.9,10.61,39.86,15,100,63.56,-0.5,53912.3,8061,1,1,0,2,1,5
1,7.67,19.93,1.51,0.74,5.88,39.1,3.6,17.67,56.01,-1.22,21581.15,151522,4,3,2,4,2,0
1,21.31,43.72,3.16,6.3,29.01,46.34,50.32,100,73.81,0.47,15473.08,5837,2,5,0,3,2,0
1,5.97,24.03,0.3,1.02,0.48,42.26,32.29,100,76.08,-0.48,6336.48,2158,0,1,3,2,2,0
